Customer_ID,Gender,Age,Signup_Date,Last_Purchase,Total_Spend,Payment_Method,Subscription_Type,Contract,Support_Calls,Monthly_Visits,Churn
,M,40.0,,2024-05-01 19:48:53.725312,231.56,Debit Card,Standard,Month-to-Month,5.0,1.4,1.0
411.0,F,42.0,2021-03-24 19:48:53.718208,,991.7,,Premium,One Year,0.0,25.1,0.0
412.0,M,23.0,2019-11-09 19:48:53.718213,,996.88,Credit Card,Premium,Month-to-Month,2.0,22.8,0.0
413.0,F,19.0,,2023-10-28 19:48:53.725332,1142.22,Credit Card,Premium,Two Year,6.0,28.5,
414.0,,,2021-05-13 19:48:53.718223,2024-08-02 19:48:53.725337,,Debit Card,Premium,One Year,5.0,17.5,
415.0,M,38.0,2024-06-16 19:48:53.718229,2024-01-03 19:48:53.725343,,Credit Card,Standard,Month-to-Month,5.0,16.3,1.0
416.0,M,27.0,2022-02-01 19:48:53.718234,2024-11-03 19:48:53.725348,1970.1,PayPal,Premium,,,26.9,0.0
417.0,,50.0,2022-09-02 19:48:53.718239,2024-05-04 19:48:53.725353,1078.75,PayPal,Premium,Month-to-Month,2.0,16.9,1.0
418.0,M,,2021-07-25 19:48:53.718244,,1857.56,PayPal,Premium,One Year,1.0,,0.0
419.0,M,,2020-12-29 19:48:53.718250,2024-05-05 19:48:53.725365,1193.91,Debit Card,,One Year,6.0,17.6,0.0
420.0,F,35.0,,2024-08-07 19:48:53.725370,935.41,Credit Card,Premium,Month-to-Month,4.0,18.8,0.0
421.0,M,55.0,2019-10-25 19:48:53.718260,,1844.03,Credit Card,Premium,One Year,6.0,18.9,1.0
422.0,F,,2020-09-16 19:48:53.718266,2023-11-22 19:48:53.725381,512.52,Credit Card,Standard,Two Year,1.0,11.6,0.0
,,32.0,2019-12-14 19:48:53.718271,2024-11-19 19:48:53.725386,140.14,,Standard,Month-to-Month,2.0,8.8,0.0
424.0,M,44.0,,2023-10-27 19:48:53.725391,1315.8,Credit Card,Premium,,2.0,29.2,0.0
,M,41.0,2022-07-18 19:48:53.718282,2024-09-06 19:48:53.725397,236.93,Credit Card,Standard,Month-to-Month,0.0,3.4,1.0
426.0,M,48.0,2023-01-16 19:48:53.718288,2023-11-16 19:48:53.725402,592.07,PayPal,Standard,Month-to-Month,2.0,19.5,1.0
427.0,,25.0,2020-05-26 19:48:53.718294,2024-06-11 19:48:53.725407,368.2,Debit Card,Standard,Month-to-Month,7.0,5.4,1.0
428.0,M,41.0,2022-12-15 19:48:53.718303,,1987.14,Credit Card,Premium,Month-to-Month,7.0,26.6,1.0
429.0,F,45.0,2020-04-12 19:48:53.718313,2024-06-18 19:48:53.725418,865.69,Credit Card,Premium,Month-to-Month,4.0,20.1,
430.0,M,18.0,2022-12-09 19:48:53.718319,2023-10-05 19:48:53.725423,1226.02,Debit Card,Premium,Month-to-Month,3.0,17.1,1.0
431.0,M,23.0,2021-03-13 19:48:53.718324,2025-01-17 19:48:53.725429,1378.28,Credit Card,Premium,Two Year,0.0,27.9,0.0
432.0,F,18.0,2024-08-06 19:48:53.718331,2024-11-23 19:48:53.725434,,Credit Card,Premium,Two Year,7.0,,0.0
433.0,F,32.0,2024-08-01 19:48:53.718340,2023-12-15 19:48:53.725439,1179.12,Credit Card,Premium,,0.0,24.9,1.0
434.0,F,42.0,2024-03-16 19:48:53.718349,2023-12-16 19:48:53.725445,,Credit Card,Premium,Month-to-Month,8.0,23.5,0.0
,M,50.0,2024-10-11 19:48:53.718358,,701.05,Credit Card,,Month-to-Month,3.0,10.0,1.0
436.0,,35.0,2022-07-28 19:48:53.718366,2023-11-24 19:48:53.725455,1926.46,Debit Card,Premium,Month-to-Month,2.0,22.4,1.0
,M,51.0,2021-01-14 19:48:53.718376,2025-01-18 19:48:53.725461,1766.11,Credit Card,Premium,One Year,8.0,26.0,0.0
438.0,M,21.0,2024-05-17 19:48:53.718385,2025-01-16 19:48:53.725466,681.96,Credit Card,Standard,,0.0,2.7,0.0
439.0,M,18.0,2020-05-07 19:48:53.718394,2024-06-30 19:48:53.725471,,Credit Card,Standard,Month-to-Month,,13.7,0.0
,F,34.0,2020-03-10 19:48:53.718405,2024-03-15 19:48:53.725477,662.45,Credit Card,Standard,Month-to-Month,4.0,18.0,1.0
,M,38.0,2023-06-01 19:48:53.718415,2023-10-10 19:48:53.725486,249.77,PayPal,Standard,One Year,1.0,2.1,1.0
442.0,,34.0,2023-11-12 19:48:53.718424,2024-10-07 19:48:53.725496,1278.17,,,Month-to-Month,3.0,17.1,1.0
443.0,M,18.0,2022-12-16 19:48:53.718433,2024-10-26 19:48:53.725503,260.36,PayPal,Standard,Month-to-Month,5.0,14.6,1.0
444.0,M,34.0,2020-09-30 19:48:53.718440,2025-01-01 19:48:53.725508,1360.86,,Premium,One Year,6.0,21.6,0.0
445.0,F,21.0,2019-10-03 19:48:53.718446,2024-11-12 19:48:53.725514,,Debit Card,Premium,One Year,0.0,21.1,0.0
446.0,F,41.0,2019-09-23 19:48:53.718451,2023-12-23 19:48:53.725519,1953.93,PayPal,Premium,Month-to-Month,,17.1,1.0
447.0,F,38.0,2020-12-28 19:48:53.718457,2024-07-23 19:48:53.725524,1175.41,PayPal,Premium,Month-to-Month,1.0,22.6,0.0
448.0,M,25.0,2021-10-07 19:48:53.718465,2024-03-11 19:48:53.725529,917.65,Credit Card,Premium,Two Year,1.0,16.9,0.0
449.0,M,,2024-04-29 19:48:53.718474,2024-07-17 19:48:53.725534,1432.18,,Premium,Month-to-Month,2.0,22.1,
,M,24.0,,2024-02-26 19:48:53.725540,55.11,Credit Card,Standard,Month-to-Month,0.0,15.5,1.0
451.0,M,34.0,2021-03-12 19:48:53.718493,2024-02-29 19:48:53.725545,932.65,PayPal,Premium,Month-to-Month,1.0,18.9,1.0
452.0,M,44.0,2023-01-06 19:48:53.718501,2025-01-24 19:48:53.725550,1063.27,Credit Card,Premium,Month-to-Month,9.0,22.2,0.0
453.0,F,25.0,2019-11-07 19:48:53.718506,2024-02-23 19:48:53.725556,376.84,Credit Card,Standard,Month-to-Month,2.0,19.8,
454.0,M,40.0,2021-07-02 19:48:53.718512,2024-01-01 19:48:53.725561,1319.9,Debit Card,Premium,Two Year,1.0,25.3,1.0
455.0,,29.0,2019-09-01 19:48:53.718517,2024-07-01 19:48:53.725566,1759.63,Debit Card,Premium,Month-to-Month,1.0,27.6,1.0
456.0,M,27.0,2019-08-29 19:48:53.718522,,1687.37,Debit Card,Premium,Month-to-Month,6.0,21.2,1.0
,M,33.0,2021-02-27 19:48:53.718528,2024-05-27 19:48:53.725577,1311.58,Credit Card,Premium,One Year,7.0,26.5,1.0
458.0,M,24.0,2023-06-22 19:48:53.718535,2024-06-27 19:48:53.725584,1200.45,PayPal,Premium,One Year,2.0,15.6,0.0
,F,29.0,2022-04-18 19:48:53.718541,2024-01-18 19:48:53.725590,260.01,,Standard,Two Year,0.0,,1.0
460.0,F,23.0,2024-06-21 19:48:53.718546,2024-02-01 19:48:53.725595,1728.79,Credit Card,Premium,Two Year,1.0,18.0,0.0
461.0,F,54.0,2020-08-06 19:48:53.718552,2024-11-16 19:48:53.725600,862.49,Credit Card,Premium,Month-to-Month,0.0,21.0,0.0
462.0,M,35.0,2020-11-07 19:48:53.718557,2025-01-28 19:48:53.725606,20.13,Credit Card,Standard,One Year,,17.1,
463.0,M,28.0,2020-06-27 19:48:53.718562,2024-05-08 19:48:53.725611,,Credit Card,Standard,Month-to-Month,3.0,7.6,1.0
464.0,M,37.0,2023-04-11 19:48:53.718567,2024-06-22 19:48:53.725617,1372.58,PayPal,Premium,Two Year,1.0,24.8,0.0
465.0,M,33.0,2021-07-04 19:48:53.718573,2025-01-19 19:48:53.725624,957.06,Credit Card,Premium,Month-to-Month,4.0,25.6,1.0
466.0,,32.0,2023-04-26 19:48:53.718578,2023-12-08 19:48:53.725632,1082.68,,Premium,Two Year,2.0,23.8,
467.0,M,41.0,2023-08-01 19:48:53.718584,2025-01-23 19:48:53.725641,1919.0,Credit Card,Premium,One Year,8.0,20.4,1.0
468.0,M,,2023-07-14 19:48:53.718589,2024-04-19 19:48:53.725650,1831.4,,Premium,Month-to-Month,8.0,23.7,1.0
469.0,M,29.0,2022-02-12 19:48:53.718594,2024-06-08 19:48:53.725657,1651.74,Credit Card,Premium,One Year,4.0,20.1,0.0
470.0,M,29.0,2022-10-20 19:48:53.718600,2025-01-14 19:48:53.725662,390.96,Credit Card,Standard,,2.0,2.6,1.0
,F,32.0,,2024-08-10 19:48:53.725667,1424.39,Credit Card,Premium,Two Year,2.0,29.9,
472.0,M,18.0,2024-03-17 19:48:53.718611,2023-12-05 19:48:53.725673,1970.29,Credit Card,,Month-to-Month,3.0,16.9,0.0
,M,19.0,2024-05-26 19:48:53.718616,2024-06-21 19:48:53.725678,,Credit Card,Premium,One Year,6.0,16.1,1.0
474.0,M,48.0,2023-04-16 19:48:53.718621,2023-09-27 19:48:53.725683,1058.32,Credit Card,Premium,Month-to-Month,3.0,28.2,1.0
475.0,M,51.0,2023-11-11 19:48:53.718627,2024-05-07 19:48:53.725688,,Credit Card,Premium,Month-to-Month,7.0,19.5,1.0
476.0,F,32.0,2021-08-13 19:48:53.718632,2024-04-22 19:48:53.725694,1036.69,Debit Card,Premium,Month-to-Month,8.0,24.8,1.0
,F,40.0,2020-06-10 19:48:53.718637,2024-04-13 19:48:53.725699,178.69,Credit Card,Standard,,2.0,7.3,1.0
478.0,F,38.0,2023-11-13 19:48:53.718643,2024-09-23 19:48:53.725704,1611.31,PayPal,,Two Year,4.0,,0.0
479.0,F,65.0,2024-04-28 19:48:53.718648,2023-10-21 19:48:53.725709,1286.0,PayPal,Premium,Month-to-Month,0.0,18.9,1.0
480.0,M,46.0,2023-01-29 19:48:53.718653,2024-04-27 19:48:53.725715,1917.85,Debit Card,Premium,Two Year,1.0,20.1,0.0
481.0,F,33.0,2022-01-13 19:48:53.718659,2023-12-28 19:48:53.725720,906.81,PayPal,Premium,,3.0,21.2,0.0
482.0,M,25.0,2024-05-01 19:48:53.718664,2024-09-04 19:48:53.725725,1413.83,Credit Card,Premium,Month-to-Month,1.0,25.8,1.0
483.0,M,18.0,2021-11-29 19:48:53.718670,2024-11-30 19:48:53.725731,1902.23,PayPal,Premium,Month-to-Month,7.0,22.7,0.0
484.0,,37.0,2022-09-16 19:48:53.718675,2024-09-20 19:48:53.725736,1884.94,,Premium,Month-to-Month,1.0,29.2,0.0
485.0,M,27.0,2022-05-17 19:48:53.718681,2024-11-04 19:48:53.725741,987.84,Credit Card,Premium,Month-to-Month,3.0,,0.0
486.0,F,20.0,2022-01-04 19:48:53.718687,2023-11-25 19:48:53.725746,299.64,Credit Card,Standard,Month-to-Month,5.0,10.6,1.0
,M,28.0,2022-01-15 19:48:53.718692,,499.11,Credit Card,Standard,,,,1.0
488.0,F,24.0,,2023-12-10 19:48:53.725757,135.92,PayPal,Standard,Month-to-Month,2.0,18.5,1.0
489.0,F,51.0,,2024-05-21 19:48:53.725762,774.74,PayPal,Standard,Month-to-Month,,1.9,1.0
490.0,F,43.0,2023-10-21 19:48:53.718708,2023-10-25 19:48:53.725767,1897.7,Credit Card,Premium,Month-to-Month,4.0,23.6,0.0
491.0,F,34.0,,2023-11-08 19:48:53.725775,141.89,Credit Card,Standard,Two Year,3.0,17.2,0.0
492.0,F,49.0,2024-07-22 19:48:53.718719,2024-10-24 19:48:53.725784,945.39,Credit Card,Premium,Two Year,,,0.0
493.0,M,35.0,2019-08-21 19:48:53.718725,2023-10-12 19:48:53.725793,77.47,Credit Card,Standard,Month-to-Month,3.0,17.6,1.0
494.0,,26.0,2020-10-22 19:48:53.718730,2024-12-11 19:48:53.725802,728.46,Debit Card,Standard,Month-to-Month,7.0,1.4,1.0
495.0,M,50.0,2021-06-18 19:48:53.718736,2024-05-23 19:48:53.725811,162.96,Credit Card,Standard,Month-to-Month,5.0,14.9,1.0
496.0,F,40.0,2020-11-22 19:48:53.718741,2024-10-26 19:48:53.725819,338.87,Credit Card,,Two Year,7.0,18.7,0.0
497.0,M,24.0,2022-02-07 19:48:53.718746,2024-07-21 19:48:53.725824,1338.62,Credit Card,,Month-to-Month,3.0,24.9,
,F,33.0,2024-10-06 19:48:53.718752,2024-04-09 19:48:53.725829,1518.81,,Premium,Month-to-Month,1.0,21.6,1.0
499.0,M,26.0,2020-07-05 19:48:53.718757,2024-06-23 19:48:53.725835,886.08,Credit Card,Premium,Month-to-Month,0.0,15.7,1.0
500.0,M,21.0,2022-10-23 19:48:53.718763,2023-12-01 19:48:53.725840,1072.11,PayPal,Premium,Month-to-Month,2.0,,1.0
501.0,F,44.0,2021-09-27 19:48:53.718768,2023-10-30 19:48:53.725845,1917.79,Credit Card,Premium,Month-to-Month,5.0,,1.0
502.0,M,54.0,2021-11-22 19:48:53.718773,2024-06-12 19:48:53.725850,,,Premium,One Year,6.0,,0.0
503.0,,21.0,2024-08-22 19:48:53.718778,2025-01-09 19:48:53.725856,627.22,Credit Card,Standard,Month-to-Month,2.0,14.1,1.0
504.0,M,40.0,,,823.28,,Premium,One Year,3.0,22.2,0.0
505.0,F,28.0,2021-07-27 19:48:53.718789,2024-01-03 19:48:53.725867,268.34,,Standard,Month-to-Month,3.0,3.4,1.0
506.0,F,30.0,2021-09-18 19:48:53.718795,2024-08-06 19:48:53.725872,506.09,Debit Card,Standard,Month-to-Month,3.0,5.1,1.0
507.0,M,29.0,2023-11-24 19:48:53.718800,2024-07-20 19:48:53.725877,227.4,PayPal,Standard,,,2.2,1.0
508.0,M,26.0,2024-06-26 19:48:53.718806,,728.57,Debit Card,Standard,Month-to-Month,1.0,11.9,1.0
509.0,M,35.0,2020-02-02 19:48:53.718811,2024-05-25 19:48:53.725887,1560.67,Credit Card,Premium,Two Year,1.0,24.3,0.0
510.0,F,26.0,,2024-10-05 19:48:53.725893,66.81,Debit Card,Standard,One Year,0.0,10.6,1.0
511.0,F,,2023-02-24 19:48:53.718827,2025-01-04 19:48:53.725899,728.11,,Standard,Month-to-Month,1.0,16.5,
512.0,M,34.0,,2023-10-21 19:48:53.725904,1949.32,Credit Card,Premium,Two Year,0.0,27.9,0.0
513.0,M,32.0,2022-12-26 19:48:53.718844,,893.25,Credit Card,,Month-to-Month,,24.2,0.0
514.0,,25.0,2020-11-21 19:48:53.718849,2023-10-14 19:48:53.725915,430.56,Credit Card,Standard,Two Year,2.0,1.2,1.0
,F,29.0,2023-02-20 19:48:53.718854,2024-04-25 19:48:53.725920,1164.04,PayPal,Premium,Month-to-Month,9.0,25.4,1.0
,,42.0,2022-05-14 19:48:53.718864,2024-10-21 19:48:53.725925,1271.41,Credit Card,Premium,Two Year,1.0,21.3,0.0
517.0,M,,,2024-06-25 19:48:53.725930,1015.58,Credit Card,Premium,Month-to-Month,2.0,23.5,0.0
518.0,M,25.0,2021-11-25 19:48:53.718881,2024-05-07 19:48:53.725936,1493.69,PayPal,Premium,One Year,2.0,24.7,1.0
519.0,M,35.0,,2024-01-03 19:48:53.725941,1949.58,Credit Card,Premium,One Year,0.0,20.3,0.0
520.0,F,42.0,2023-03-11 19:48:53.718892,,407.43,Credit Card,,Two Year,7.0,18.4,0.0
521.0,,18.0,2022-11-24 19:48:53.718897,2023-12-12 19:48:53.725951,899.5,Credit Card,Premium,Two Year,0.0,17.0,0.0
522.0,F,40.0,2021-11-17 19:48:53.718902,2024-05-24 19:48:53.725957,1544.0,PayPal,Premium,Two Year,8.0,25.1,
523.0,F,28.0,2024-03-31 19:48:53.718907,2023-11-20 19:48:53.725962,1208.27,PayPal,Premium,Two Year,7.0,15.1,1.0
524.0,M,40.0,2024-06-23 19:48:53.718913,2023-09-27 19:48:53.725969,1827.11,Credit Card,Premium,Month-to-Month,4.0,28.9,
525.0,M,27.0,2023-06-23 19:48:53.718918,2025-01-11 19:48:53.725974,353.4,,Standard,Month-to-Month,,3.1,0.0
526.0,M,18.0,2020-08-16 19:48:53.718923,2024-10-18 19:48:53.725979,,Credit Card,Premium,,5.0,16.4,0.0
527.0,F,18.0,2022-03-12 19:48:53.718928,2024-07-28 19:48:53.725986,1029.33,,Premium,Month-to-Month,2.0,20.0,0.0
528.0,F,35.0,2022-03-02 19:48:53.718934,2024-02-23 19:48:53.725996,,Credit Card,Premium,Month-to-Month,,,0.0
,F,,2023-03-26 19:48:53.718939,2025-01-10 19:48:53.726004,1118.71,Credit Card,Premium,One Year,0.0,18.2,0.0
530.0,M,25.0,2022-09-11 19:48:53.718945,2024-08-01 19:48:53.726014,616.11,Credit Card,Standard,Month-to-Month,0.0,,1.0
531.0,M,41.0,2024-02-12 19:48:53.718951,2024-04-22 19:48:53.726023,172.65,Credit Card,,One Year,,9.4,1.0
532.0,F,18.0,2021-07-03 19:48:53.718956,2024-10-11 19:48:53.726028,1186.02,Credit Card,Premium,,4.0,15.5,
533.0,F,34.0,2024-03-11 19:48:53.718961,2024-03-03 19:48:53.726033,1358.58,PayPal,Premium,Month-to-Month,7.0,19.8,1.0
534.0,M,,2024-04-21 19:48:53.718966,2024-02-04 19:48:53.726039,1931.84,,Premium,One Year,1.0,,0.0
535.0,F,28.0,2020-11-18 19:48:53.718972,2023-12-30 19:48:53.726044,1918.08,,Premium,One Year,7.0,25.3,0.0
536.0,F,35.0,2024-10-17 19:48:53.718977,2024-12-29 19:48:53.726049,1048.25,PayPal,Premium,One Year,1.0,25.9,0.0
537.0,F,26.0,2021-09-15 19:48:53.718983,2024-04-28 19:48:53.726055,1229.86,PayPal,Premium,One Year,2.0,25.5,0.0
538.0,F,31.0,2021-10-23 19:48:53.718988,2024-09-20 19:48:53.726060,979.28,Credit Card,Premium,Month-to-Month,2.0,,0.0
539.0,F,45.0,2022-12-21 19:48:53.718993,,1411.98,Credit Card,Premium,One Year,,16.5,1.0
540.0,F,29.0,,,373.86,Credit Card,Standard,Month-to-Month,1.0,6.2,1.0
541.0,M,43.0,2024-08-03 19:48:53.719004,2024-03-13 19:48:53.726076,721.6,Debit Card,Standard,Month-to-Month,4.0,16.8,1.0
542.0,M,23.0,2024-09-08 19:48:53.719009,2023-12-28 19:48:53.726081,1916.01,Credit Card,,Month-to-Month,7.0,29.7,1.0
543.0,F,40.0,2020-08-30 19:48:53.719015,2024-08-06 19:48:53.726086,313.02,Debit Card,Standard,Month-to-Month,3.0,10.4,1.0
544.0,M,49.0,2022-07-12 19:48:53.719020,2024-02-08 19:48:53.726092,1390.09,PayPal,Premium,Month-to-Month,3.0,15.1,1.0
545.0,M,,2022-01-23 19:48:53.719025,2024-11-10 19:48:53.726097,1875.48,Credit Card,Premium,Two Year,7.0,17.1,0.0
546.0,M,27.0,2022-12-08 19:48:53.719031,2023-10-26 19:48:53.726102,,,,Two Year,6.0,7.1,1.0
547.0,M,,,,12.89,Credit Card,Standard,Month-to-Month,3.0,12.0,1.0
548.0,F,32.0,2022-03-02 19:48:53.719041,2024-12-13 19:48:53.726113,,Credit Card,Standard,Month-to-Month,,2.4,1.0
549.0,,38.0,2020-12-14 19:48:53.719046,2024-02-22 19:48:53.726118,1306.13,Credit Card,Premium,Month-to-Month,7.0,29.2,1.0
550.0,M,,2022-01-25 19:48:53.719052,2024-02-15 19:48:53.726124,1075.66,PayPal,Premium,,4.0,20.5,1.0
551.0,M,35.0,2024-03-23 19:48:53.719057,2024-06-14 19:48:53.726129,167.66,Debit Card,Standard,Two Year,1.0,18.3,1.0
552.0,M,33.0,2020-02-06 19:48:53.719062,,845.34,Credit Card,Premium,,2.0,26.7,1.0
553.0,F,46.0,2022-01-26 19:48:53.719069,2024-05-13 19:48:53.726140,1572.04,PayPal,Premium,One Year,7.0,26.3,1.0
554.0,F,37.0,2021-01-26 19:48:53.719079,2024-04-23 19:48:53.726146,1115.01,,Premium,Month-to-Month,0.0,24.1,0.0
555.0,M,,2021-05-22 19:48:53.719088,2023-11-29 19:48:53.726151,862.82,Credit Card,Premium,Two Year,9.0,24.4,0.0
556.0,F,30.0,2024-02-15 19:48:53.719097,2023-09-27 19:48:53.726156,1077.18,Credit Card,Premium,Month-to-Month,1.0,24.6,0.0
557.0,F,30.0,2024-03-05 19:48:53.719106,2023-10-06 19:48:53.726162,1762.3,PayPal,Premium,,6.0,24.4,1.0
,F,30.0,2021-12-12 19:48:53.719112,2024-10-27 19:48:53.726167,682.68,,Standard,Month-to-Month,2.0,11.5,1.0
559.0,F,,,2023-10-15 19:48:53.726173,1379.68,PayPal,Premium,One Year,3.0,29.8,0.0
560.0,M,30.0,2021-04-21 19:48:53.719122,2024-11-09 19:48:53.726178,1299.28,Credit Card,Premium,Month-to-Month,7.0,26.0,0.0
561.0,F,37.0,2019-12-03 19:48:53.719128,2023-12-29 19:48:53.726184,1973.42,Credit Card,Premium,Month-to-Month,3.0,26.7,1.0
562.0,M,55.0,2024-01-30 19:48:53.719133,2024-01-05 19:48:53.726189,1040.68,Credit Card,Premium,Two Year,,28.1,0.0
563.0,F,,,2025-01-20 19:48:53.726194,1058.43,Credit Card,Premium,Two Year,0.0,,0.0
,F,,2023-01-10 19:48:53.719143,,1150.24,PayPal,Premium,Two Year,0.0,16.3,0.0
565.0,F,47.0,2021-04-25 19:48:53.719149,2023-12-05 19:48:53.726205,146.48,PayPal,Standard,One Year,1.0,,1.0
566.0,F,30.0,2020-03-22 19:48:53.719155,2024-10-26 19:48:53.726211,,PayPal,Premium,Two Year,5.0,22.7,0.0
567.0,M,18.0,2020-11-12 19:48:53.719160,2024-08-23 19:48:53.726216,729.56,Credit Card,Standard,Month-to-Month,1.0,16.8,
568.0,,24.0,2024-02-11 19:48:53.719165,2023-10-30 19:48:53.726221,1538.42,Credit Card,,Month-to-Month,1.0,21.7,1.0
569.0,F,18.0,2022-03-24 19:48:53.719171,2025-01-06 19:48:53.726226,1294.34,Credit Card,Premium,Month-to-Month,3.0,23.6,0.0
570.0,F,31.0,2024-09-10 19:48:53.719176,2024-10-13 19:48:53.726232,1921.29,Credit Card,,One Year,5.0,22.9,0.0
571.0,M,35.0,2022-06-17 19:48:53.719184,2024-10-20 19:48:53.726238,858.16,Credit Card,Premium,Month-to-Month,6.0,15.6,1.0
572.0,M,51.0,2023-05-21 19:48:53.719193,2023-12-22 19:48:53.726243,,,Standard,Month-to-Month,1.0,12.7,1.0
573.0,M,38.0,2022-05-23 19:48:53.719207,2024-02-06 19:48:53.726249,1479.07,,Premium,One Year,,27.4,
574.0,F,32.0,2024-04-02 19:48:53.719216,2024-09-27 19:48:53.726254,1538.66,Credit Card,Premium,Two Year,,17.4,0.0
575.0,F,43.0,2021-03-02 19:48:53.719227,2024-11-12 19:48:53.726259,41.25,,,Month-to-Month,2.0,12.3,0.0
576.0,,18.0,2022-10-11 19:48:53.719236,2024-05-09 19:48:53.726264,328.4,Credit Card,Standard,,7.0,12.3,0.0
577.0,,37.0,2024-05-31 19:48:53.719245,2024-06-05 19:48:53.726270,522.83,Credit Card,Standard,Month-to-Month,7.0,4.1,1.0
578.0,F,42.0,2019-09-26 19:48:53.719256,2024-01-13 19:48:53.726275,1637.68,PayPal,Premium,Month-to-Month,6.0,16.9,1.0
579.0,F,20.0,2023-08-16 19:48:53.719265,2024-07-05 19:48:53.726280,514.13,Credit Card,Standard,Month-to-Month,,19.6,1.0
580.0,M,46.0,2024-05-25 19:48:53.719274,2024-04-04 19:48:53.726286,1184.68,Credit Card,Premium,,7.0,20.9,1.0
581.0,F,38.0,2020-02-29 19:48:53.719283,2024-08-22 19:48:53.726291,,Credit Card,Premium,One Year,6.0,18.4,0.0
582.0,M,30.0,2021-10-09 19:48:53.719293,2024-05-01 19:48:53.726296,1312.53,Debit Card,Premium,One Year,4.0,17.6,0.0
583.0,M,41.0,2020-02-09 19:48:53.719299,2024-12-07 19:48:53.726302,954.51,Credit Card,,Month-to-Month,2.0,25.0,0.0
584.0,F,57.0,2019-09-30 19:48:53.719304,2024-11-06 19:48:53.726307,1937.15,,Premium,Two Year,2.0,24.1,0.0
585.0,F,36.0,2023-11-04 19:48:53.719310,2024-01-30 19:48:53.726312,1370.21,Credit Card,Premium,Month-to-Month,1.0,24.7,1.0
586.0,F,37.0,2021-07-17 19:48:53.719315,2024-03-10 19:48:53.726318,,PayPal,Standard,Month-to-Month,4.0,2.7,1.0
,F,,2021-06-04 19:48:53.719320,2023-12-20 19:48:53.726323,1719.56,Debit Card,Premium,Two Year,4.0,,0.0
588.0,F,26.0,2023-07-29 19:48:53.719326,2024-07-25 19:48:53.726328,1397.54,,Premium,Month-to-Month,2.0,20.8,
589.0,M,43.0,2022-09-12 19:48:53.719352,2024-10-04 19:48:53.726334,1172.04,Debit Card,Premium,Month-to-Month,3.0,19.7,1.0
590.0,M,26.0,2020-05-08 19:48:53.719362,2024-09-21 19:48:53.726339,651.45,Debit Card,,Two Year,2.0,9.8,0.0
591.0,M,35.0,2023-02-06 19:48:53.719371,2023-12-19 19:48:53.726344,1840.58,Debit Card,Premium,Month-to-Month,5.0,20.9,1.0
592.0,M,30.0,2021-06-22 19:48:53.719379,2024-09-18 19:48:53.726350,1607.61,PayPal,Premium,,8.0,28.0,1.0
593.0,F,39.0,2022-07-18 19:48:53.719388,2024-06-20 19:48:53.726355,,PayPal,Standard,Month-to-Month,1.0,18.7,0.0
594.0,F,38.0,2023-06-29 19:48:53.719401,2024-05-06 19:48:53.726364,457.4,Credit Card,Standard,One Year,2.0,6.8,0.0
595.0,M,45.0,2023-05-13 19:48:53.719410,2023-11-23 19:48:53.726373,1715.95,PayPal,Premium,Month-to-Month,1.0,28.0,0.0
596.0,M,29.0,2024-04-10 19:48:53.719419,2024-12-16 19:48:53.726382,963.8,Credit Card,Premium,Month-to-Month,5.0,26.7,1.0
597.0,F,32.0,2023-10-22 19:48:53.719428,2024-01-03 19:48:53.726391,190.65,PayPal,Standard,One Year,6.0,18.7,1.0
598.0,,25.0,2022-01-17 19:48:53.719437,2024-10-09 19:48:53.726400,1858.99,Credit Card,,Month-to-Month,8.0,18.7,1.0
599.0,,30.0,2022-06-27 19:48:53.719446,2024-07-17 19:48:53.726409,824.15,PayPal,Premium,Month-to-Month,2.0,,1.0
,F,38.0,2020-10-16 19:48:53.719455,2023-10-10 19:48:53.726417,604.65,PayPal,Standard,Month-to-Month,9.0,6.2,1.0
601.0,F,42.0,2024-02-22 19:48:53.719465,2024-01-08 19:48:53.726427,1368.53,Credit Card,Premium,Month-to-Month,,27.4,0.0
602.0,M,,2022-08-31 19:48:53.719474,2023-10-10 19:48:53.726435,1336.13,PayPal,Premium,Month-to-Month,5.0,15.1,1.0
603.0,M,43.0,2024-02-06 19:48:53.719483,2024-01-06 19:48:53.726442,808.52,Credit Card,Premium,Month-to-Month,0.0,23.5,0.0
,F,48.0,2021-11-10 19:48:53.719492,2024-07-28 19:48:53.726448,1783.28,PayPal,Premium,Two Year,,20.1,1.0
605.0,,,2021-03-11 19:48:53.719502,2024-02-06 19:48:53.726453,,Credit Card,Premium,Month-to-Month,4.0,19.8,0.0
606.0,M,53.0,2024-09-26 19:48:53.719511,2023-11-02 19:48:53.726459,437.2,Credit Card,Standard,Month-to-Month,5.0,13.3,1.0
607.0,,,2020-08-27 19:48:53.719519,2024-03-18 19:48:53.726464,1612.76,Debit Card,Premium,Month-to-Month,7.0,27.8,1.0
608.0,M,22.0,2021-05-03 19:48:53.719528,2024-08-07 19:48:53.726469,1643.16,Credit Card,Premium,Month-to-Month,1.0,24.1,0.0
609.0,F,18.0,2023-03-02 19:48:53.719537,2023-12-09 19:48:53.726475,1947.18,PayPal,Premium,Two Year,0.0,27.8,
610.0,M,,2019-11-22 19:48:53.719546,2024-11-18 19:48:53.726480,1437.61,Credit Card,Premium,Month-to-Month,7.0,19.0,0.0
